0,登録日時,reg_date,text,1
1,姓,last_name,text,1
2,名,first_name,text,1
3,住所,address,text,0
4,携帯番号,mobile_tel,tel,1
5,固定電話,fixed_tel,tel,0
6,会社名,company,text,0
7,党員区分,is_party_member,radio,0
8,5/4〇〇イベント,admin2,text,0
9,3/2〇〇イベント,admin,text,0
10,3/2〇〇イベント,admin3,text,0
11,3/2〇〇イベント,admin4,text,0
12,3/2〇〇イベント,admin5,text,0
13,3/2〇〇イベント,admin6,text,0
14,3/2〇〇イベント,admin7,text,0
15,3/2〇〇イベント,admin8,text,0
